"","BR-A-Control_counts.txt","BR-A-Mutant_counts.txt","BR-B-Control_counts.txt","BR-B-Mutant_counts.txt","BR-C-Control_counts.txt","BR-C-Mutant_counts.txt"
"ENSMUSG00000085709",0,4,3,6,3,2
"ENSMUSG00000085710",1,1,4,2,9,2
"ENSMUSG00000085711",6,5,9,13,12,7
"ENSMUSG00000085712",1,1,0,0,0,0
"ENSMUSG00000085713",0,0,0,0,0,0
"ENSMUSG00000085714",0,0,0,0,0,0
"ENSMUSG00000085715",0,4,2,5,4,2
"ENSMUSG00000085716",7,8,6,9,10,8
"ENSMUSG00000085717",0,3,1,3,5,3
"ENSMUSG00000085718",1,0,0,0,0,0
"ENSMUSG00000085719",3,4,3,1,2,4
"ENSMUSG00000085720",0,1,1,1,0,1
"ENSMUSG00000085721",1,0,1,0,0,0
"ENSMUSG00000085722",0,0,0,0,1,0
"ENSMUSG00000085723",6,10,12,17,10,9
"ENSMUSG00000085724",2,3,1,3,2,4
"ENSMUSG00000085725",3,2,0,0,0,4
"ENSMUSG00000085726",11,10,3,4,4,3
"ENSMUSG00000085727",0,2,2,1,0,0
"ENSMUSG00000085728",0,0,0,0,0,0
"ENSMUSG00000085730",0,0,0,0,0,0
"ENSMUSG00000085731",0,0,1,0,0,0
"ENSMUSG00000085732",17,17,26,41,33,30
"ENSMUSG00000085733",8,2,3,10,1,4
"ENSMUSG00000085734",1,0,0,0,0,0
"ENSMUSG00000085735",8,11,5,13,9,10
"ENSMUSG00000085736",5,6,4,6,7,3
"ENSMUSG00000085737",0,0,0,0,0,0
"ENSMUSG00000085738",0,0,0,0,0,1
"ENSMUSG00000085739",0,1,1,2,4,1
"ENSMUSG00000085740",0,0,0,0,0,0
"ENSMUSG00000085741",25,15,16,25,23,26
"ENSMUSG00000085742",1,4,4,2,4,0
"ENSMUSG00000085743",15,14,7,7,21,13
"ENSMUSG00000085744",4,3,1,5,2,1
"ENSMUSG00000085745",17,19,19,16,11,17
"ENSMUSG00000085746",0,0,0,0,0,0
"ENSMUSG00000085747",0,0,0,0,0,0
"ENSMUSG00000085748",3,0,0,0,0,0
"ENSMUSG00000085749",1,5,3,7,2,3
"ENSMUSG00000085750",0,0,1,0,0,0
"ENSMUSG00000085751",9,9,17,4,9,11
"ENSMUSG00000085753",0,0,0,0,0,0
"ENSMUSG00000085754",37,23,32,35,24,28
"ENSMUSG00000085755",0,0,0,0,0,2
"ENSMUSG00000085756",0,0,0,0,0,0
"ENSMUSG00000085757",0,0,1,0,0,0
"ENSMUSG00000085759",0,1,0,1,0,0
"ENSMUSG00000085760",0,0,1,2,0,0
"ENSMUSG00000085761",3,0,1,0,1,1
"ENSMUSG00000085762",42,33,22,29,38,50
"ENSMUSG00000085763",8,4,2,4,8,3
"ENSMUSG00000085764",1,2,0,0,0,0
"ENSMUSG00000085765",13,19,30,31,45,18
"ENSMUSG00000085766",0,0,2,0,0,0
"ENSMUSG00000085767",101,96,71,73,62,75
"ENSMUSG00000085768",2,1,3,2,0,0
"ENSMUSG00000085769",124,163,142,156,108,129
"ENSMUSG00000085770",0,0,0,0,0,0
"ENSMUSG00000085771",8,7,7,5,2,5
"ENSMUSG00000085772",0,0,1,0,0,0
"ENSMUSG00000085773",0,0,0,0,0,0
"ENSMUSG00000085774",1,0,0,0,0,0
"ENSMUSG00000085775",0,0,0,0,0,0
"ENSMUSG00000085776",8,6,7,17,7,5
"ENSMUSG00000085778",16,28,19,13,19,25
"ENSMUSG00000085779",103,81,75,78,76,77
"ENSMUSG00000085780",10,10,9,11,20,7
"ENSMUSG00000085781",0,0,0,0,0,0
"ENSMUSG00000085782",98,102,95,79,83,94
"ENSMUSG00000085783",104,95,122,119,115,111
"ENSMUSG00000085784",16,11,18,12,18,21
"ENSMUSG00000085785",6,9,11,5,5,7
"ENSMUSG00000085786",0,0,0,0,0,0
"ENSMUSG00000085787",30,24,24,23,27,23
"ENSMUSG00000085788",3,2,5,2,5,3
"ENSMUSG00000085789",0,0,0,0,0,0
"ENSMUSG00000085790",0,0,0,0,0,0
"ENSMUSG00000085791",0,1,2,1,0,2
"ENSMUSG00000085792",29,36,43,32,29,37
"ENSMUSG00000085793",32,28,23,34,30,29
"ENSMUSG00000085794",1,1,1,0,0,1
"ENSMUSG00000085795",382,358,341,534,673,304
"ENSMUSG00000085796",0,0,0,0,0,0
"ENSMUSG00000085797",0,0,1,0,0,0
"ENSMUSG00000085798",0,0,1,0,0,0
"ENSMUSG00000085799",15,8,14,12,12,12
"ENSMUSG00000085800",1,0,0,0,0,0
"ENSMUSG00000085801",0,0,0,0,0,0
"ENSMUSG00000085802",173,154,121,144,140,156
"ENSMUSG00000085803",0,0,0,0,0,0
"ENSMUSG00000085804",0,0,0,0,0,0
"ENSMUSG00000085805",0,0,0,0,0,0
"ENSMUSG00000085806",0,0,0,2,0,0
"ENSMUSG00000085807",1,1,0,2,1,2
"ENSMUSG00000085808",0,0,0,0,0,0
"ENSMUSG00000085810",0,0,0,0,0,0
"ENSMUSG00000085811",5,8,13,1,2,5
"ENSMUSG00000085812",1,3,4,7,8,5
"ENSMUSG00000085813",0,3,0,1,0,1
"ENSMUSG00000085814",13,9,17,16,15,12
"ENSMUSG00000085815",2,1,1,0,5,3
"ENSMUSG00000085816",32,44,45,22,37,25
"ENSMUSG00000085817",0,0,0,0,0,0
"ENSMUSG00000085818",3,1,2,3,1,0
"ENSMUSG00000085819",98,79,92,65,70,82
"ENSMUSG00000085820",0,0,2,0,0,0
"ENSMUSG00000085821",0,0,0,0,0,0
"ENSMUSG00000085822",4,0,0,0,3,0
"ENSMUSG00000085823",6,3,13,10,4,5
"ENSMUSG00000085824",0,0,0,0,0,0
"ENSMUSG00000085825",13,7,5,5,5,3
"ENSMUSG00000085826",37,47,51,42,61,42
"ENSMUSG00000085827",0,0,0,0,0,0
"ENSMUSG00000085828",23,31,33,31,38,27
"ENSMUSG00000085829",22,23,13,18,19,18
"ENSMUSG00000085830",8,13,8,13,4,6
"ENSMUSG00000085831",0,0,0,0,0,0
"ENSMUSG00000085832",9,8,1,2,0,13
"ENSMUSG00000085833",0,0,0,0,1,0
"ENSMUSG00000085834",0,0,0,0,0,0
"ENSMUSG00000085835",0,0,0,0,0,0
"ENSMUSG00000085836",0,0,0,7,0,0
"ENSMUSG00000085837",30,27,21,12,19,25
"ENSMUSG00000085838",13,13,16,3,13,21
"ENSMUSG00000085839",8,7,2,8,3,3
"ENSMUSG00000085840",0,0,0,0,0,0
"ENSMUSG00000085841",1,1,0,2,0,0
"ENSMUSG00000085842",6,8,16,8,15,3
"ENSMUSG00000085843",1,1,4,2,1,0
"ENSMUSG00000085844",0,1,0,0,0,2
"ENSMUSG00000085845",2,2,1,4,4,4
"ENSMUSG00000085846",27,20,41,14,30,27
"ENSMUSG00000085847",61,70,58,63,93,79
"ENSMUSG00000085848",4,5,4,8,3,9
"ENSMUSG00000085849",147,188,151,131,171,178
"ENSMUSG00000085850",0,0,0,0,0,1
"ENSMUSG00000085851",0,6,2,4,1,7
"ENSMUSG00000085852",0,0,0,0,0,0
"ENSMUSG00000085853",0,0,0,0,0,0
"ENSMUSG00000085855",0,0,0,1,0,1
"ENSMUSG00000085856",0,0,1,0,0,0
"ENSMUSG00000085857",4,4,8,3,5,2
"ENSMUSG00000085858",0,0,0,0,0,0
"ENSMUSG00000085859",224,203,195,197,151,193
"ENSMUSG00000085860",0,0,0,0,0,0
"ENSMUSG00000085861",0,0,0,3,0,0
"ENSMUSG00000085862",4,8,4,11,3,5
"ENSMUSG00000085863",2,0,0,0,0,0
"ENSMUSG00000085864",0,0,0,1,0,0
"ENSMUSG00000085865",0,0,0,0,0,0
"ENSMUSG00000085866",0,0,0,0,0,0
"ENSMUSG00000085867",0,0,0,0,0,0
"ENSMUSG00000085868",0,0,0,0,0,0
"ENSMUSG00000085869",0,0,0,0,0,0
"ENSMUSG00000085870",0,0,1,0,0,0
"ENSMUSG00000085871",0,0,0,0,0,0
"ENSMUSG00000085872",0,0,0,0,0,0
"ENSMUSG00000085873",2,4,13,1,5,2
"ENSMUSG00000085874",0,0,0,0,0,0
"ENSMUSG00000085875",3,2,0,4,5,4
"ENSMUSG00000085876",1,1,0,0,0,0
"ENSMUSG00000085877",0,0,0,0,0,0
"ENSMUSG00000085878",0,0,0,0,0,0
"ENSMUSG00000085879",1,0,1,1,1,0
"ENSMUSG00000085880",1,0,1,0,0,2
"ENSMUSG00000085881",51,56,53,36,39,46
"ENSMUSG00000085882",28,26,15,32,33,21
"ENSMUSG00000085883",19,22,32,17,18,12
"ENSMUSG00000085884",107,109,97,112,111,129
"ENSMUSG00000085885",6,4,2,5,5,2
"ENSMUSG00000085886",10,6,2,2,5,0
"ENSMUSG00000085887",3,2,3,2,2,1
"ENSMUSG00000085888",19,30,18,23,14,8
"ENSMUSG00000085889",0,0,0,4,0,1
"ENSMUSG00000085890",2,1,7,3,3,6
"ENSMUSG00000085891",98,139,114,140,99,134
"ENSMUSG00000085892",0,0,0,0,0,0
"ENSMUSG00000085893",2,0,0,1,0,0
"ENSMUSG00000085894",46,25,17,28,30,40
"ENSMUSG00000085895",0,0,0,0,0,0
"ENSMUSG00000085896",0,0,0,0,1,0
"ENSMUSG00000085897",1,0,0,0,0,0
"ENSMUSG00000085898",0,1,0,0,1,1
"ENSMUSG00000085899",7,2,1,1,2,3
"ENSMUSG00000085900",7,5,0,2,8,4
"ENSMUSG00000085901",9,9,3,1,5,5
"ENSMUSG00000085902",15,8,13,3,12,14
"ENSMUSG00000085903",0,1,0,0,0,0
"ENSMUSG00000085904",6,0,2,3,2,1
"ENSMUSG00000085905",0,0,0,0,0,0
"ENSMUSG00000085906",512,503,565,488,466,589
"ENSMUSG00000085908",2,6,3,5,5,5
"ENSMUSG00000085909",0,0,0,0,0,1
"ENSMUSG00000085910",0,0,0,0,0,0
"ENSMUSG00000085911",4,4,3,1,1,4
"ENSMUSG00000085912",4,13,4,8,5,6
"ENSMUSG00000085913",81,79,88,81,67,89
"ENSMUSG00000085914",0,0,0,0,0,0
"ENSMUSG00000085915",0,0,0,0,0,0
"ENSMUSG00000085916",101,101,138,106,125,100
"ENSMUSG00000085917",0,0,0,0,1,0
"ENSMUSG00000085918",0,0,0,0,0,0
"ENSMUSG00000085919",1,0,2,0,1,0
"ENSMUSG00000085920",0,1,0,1,0,0
"ENSMUSG00000085921",0,0,0,0,0,0
"ENSMUSG00000085922",1,0,0,0,0,0
"ENSMUSG00000085923",3,1,2,1,1,1
"ENSMUSG00000085924",0,0,0,0,0,0
"ENSMUSG00000085925",365,425,357,307,369,383
"ENSMUSG00000085926",1,0,3,0,2,0
"ENSMUSG00000085927",0,0,0,0,0,0
"ENSMUSG00000085928",0,4,2,0,1,0
"ENSMUSG00000085929",17,35,22,34,22,30
"ENSMUSG00000085930",0,0,2,0,0,2
"ENSMUSG00000085931",0,0,2,0,0,0
"ENSMUSG00000085932",5,10,12,22,11,13
"ENSMUSG00000085933",0,0,0,0,0,0
"ENSMUSG00000085934",0,0,0,0,0,0
"ENSMUSG00000085935",0,1,0,0,0,1
"ENSMUSG00000085936",274,224,230,273,266,230
"ENSMUSG00000085937",0,0,0,0,0,0
"ENSMUSG00000085938",0,1,4,1,2,0
"ENSMUSG00000085939",36,44,38,42,44,34
"ENSMUSG00000085940",0,0,1,2,0,0
"ENSMUSG00000085941",4,2,1,2,4,2
"ENSMUSG00000085942",0,0,1,0,1,0
"ENSMUSG00000085943",0,0,0,0,0,0
"ENSMUSG00000085944",0,0,0,4,0,0
"ENSMUSG00000085945",6,1,0,0,2,2
"ENSMUSG00000085946",61,46,17,47,35,33
"ENSMUSG00000085947",4,3,4,4,0,0
"ENSMUSG00000085948",15,15,30,20,24,22
"ENSMUSG00000085949",0,0,0,0,0,0
"ENSMUSG00000085950",1,3,3,0,0,1
"ENSMUSG00000085951",0,0,0,0,0,0
"ENSMUSG00000085952",0,5,0,1,2,0
"ENSMUSG00000085953",8,11,3,11,4,13
"ENSMUSG00000085954",1,2,1,0,2,5
"ENSMUSG00000085955",11,9,4,13,8,12
"ENSMUSG00000085956",29,20,24,22,15,20
"ENSMUSG00000085957",5,12,4,13,8,14
"ENSMUSG00000085958",4,11,6,9,6,7
"ENSMUSG00000085961",0,0,0,0,1,0
"ENSMUSG00000085962",9,5,13,6,14,15
"ENSMUSG00000085963",0,0,0,0,0,0
"ENSMUSG00000085964",0,0,0,1,0,0
"ENSMUSG00000085965",0,0,0,0,0,0
"ENSMUSG00000085966",0,0,0,0,0,0
"ENSMUSG00000085967",0,0,1,0,0,0
"ENSMUSG00000085968",3,6,3,5,1,5
"ENSMUSG00000085969",0,0,0,0,0,0
"ENSMUSG00000085970",0,0,0,0,0,0
"ENSMUSG00000085971",1,2,0,3,1,6
"ENSMUSG00000085972",0,0,0,1,0,0
"ENSMUSG00000085973",0,0,0,0,0,0
"ENSMUSG00000085974",4,12,5,10,10,2
"ENSMUSG00000085975",28,22,28,30,34,45
"ENSMUSG00000085976",0,0,0,0,0,0
"ENSMUSG00000085977",0,0,0,0,0,0
"ENSMUSG00000085978",0,0,0,0,0,0
"ENSMUSG00000085979",0,0,0,0,0,0
"ENSMUSG00000085980",11,7,3,1,16,8
"ENSMUSG00000085981",4,4,5,1,3,1
"ENSMUSG00000085982",48,26,43,43,36,36
"ENSMUSG00000085983",2,0,0,0,0,0
"ENSMUSG00000085984",2,3,4,3,5,3
"ENSMUSG00000085985",1,2,1,0,3,4
"ENSMUSG00000085987",0,0,0,0,2,0
"ENSMUSG00000085988",82,92,83,112,86,107
"ENSMUSG00000085989",0,0,0,0,0,0
"ENSMUSG00000085990",0,0,0,0,0,0
"ENSMUSG00000085991",0,4,0,0,2,0
"ENSMUSG00000085992",0,0,0,0,0,0
"ENSMUSG00000085993",0,0,0,0,0,0
"ENSMUSG00000085994",0,2,1,0,0,1
"ENSMUSG00000085995",0,0,0,0,0,0
"ENSMUSG00000085996",0,0,0,2,0,1
"ENSMUSG00000085998",1,0,4,1,0,2
"ENSMUSG00000085999",0,0,0,0,0,0
"ENSMUSG00000086000",0,0,0,1,0,0
"ENSMUSG00000086001",0,0,0,0,0,0
"ENSMUSG00000086002",3,5,3,0,3,2
"ENSMUSG00000086003",1,3,2,3,4,2
"ENSMUSG00000086004",14,27,17,22,26,15
"ENSMUSG00000086005",4,3,2,5,2,1
"ENSMUSG00000086006",0,0,0,1,0,0
"ENSMUSG00000086007",4,0,1,0,1,0
"ENSMUSG00000086008",0,0,0,0,0,0
"ENSMUSG00000086009",0,0,0,0,0,0
"ENSMUSG00000086010",0,0,0,0,0,0
"ENSMUSG00000086011",0,0,1,0,0,0
"ENSMUSG00000086012",0,0,1,0,1,1
"ENSMUSG00000086013",48,65,43,50,51,58
"ENSMUSG00000086014",9,11,14,11,11,15
"ENSMUSG00000086015",10,6,1,7,1,7
"ENSMUSG00000086016",4,8,7,4,0,2
"ENSMUSG00000086017",15,18,25,21,18,27
"ENSMUSG00000086018",3,2,11,5,1,1
"ENSMUSG00000086019",0,0,0,0,0,0
"ENSMUSG00000086020",5,3,5,2,6,12
"ENSMUSG00000086021",1,6,5,4,9,13
"ENSMUSG00000086022",5,3,10,2,5,7
"ENSMUSG00000086023",226,244,242,217,199,248
"ENSMUSG00000086024",0,0,0,2,0,0
"ENSMUSG00000086025",0,0,0,0,0,0
"ENSMUSG00000086026",0,0,0,0,0,0
"ENSMUSG00000086027",6,2,3,0,4,3
"ENSMUSG00000086028",0,0,1,0,1,0
"ENSMUSG00000086029",2,1,1,1,0,0
"ENSMUSG00000086030",0,0,0,0,0,0
"ENSMUSG00000086031",0,0,0,0,0,2
"ENSMUSG00000086032",8,2,0,6,3,1
"ENSMUSG00000086033",87,76,90,85,56,86
"ENSMUSG00000086034",8,3,4,5,1,4
"ENSMUSG00000086035",0,0,0,0,0,0
"ENSMUSG00000086036",0,0,2,0,0,0
"ENSMUSG00000086037",0,0,1,0,1,0
"ENSMUSG00000086039",14,21,13,16,24,23
"ENSMUSG00000086040",355,436,367,419,411,353
"ENSMUSG00000086041",0,0,0,0,0,0
"ENSMUSG00000086042",0,0,1,0,1,0
"ENSMUSG00000086043",9,10,0,10,7,8
"ENSMUSG00000086044",2,2,1,2,3,4
"ENSMUSG00000086046",0,0,0,0,0,0
"ENSMUSG00000086047",15,13,17,5,11,2
"ENSMUSG00000086048",0,0,0,0,0,0
"ENSMUSG00000086049",2,3,5,4,0,8
"ENSMUSG00000086050",2,0,1,1,1,0
"ENSMUSG00000086052",8,18,17,23,19,12
"ENSMUSG00000086053",4,2,2,1,3,1
"ENSMUSG00000086054",0,0,0,0,0,0
"ENSMUSG00000086055",0,0,0,0,0,0
"ENSMUSG00000086056",1,0,1,0,0,0
"ENSMUSG00000086057",0,0,0,0,0,0
"ENSMUSG00000086058",0,0,0,0,0,0
"ENSMUSG00000086059",14,18,11,16,13,15
"ENSMUSG00000086060",0,0,0,0,0,0
"ENSMUSG00000086061",0,0,0,0,0,0
"ENSMUSG00000086062",43,32,28,34,50,30
"ENSMUSG00000086063",0,0,0,1,0,0
"ENSMUSG00000086064",26,31,51,20,16,37
"ENSMUSG00000086065",11,3,11,7,7,24
"ENSMUSG00000086066",0,0,0,0,0,0
"ENSMUSG00000086067",15,25,23,39,22,32
"ENSMUSG00000086068",0,0,0,0,0,0
"ENSMUSG00000086069",0,0,0,2,0,0
"ENSMUSG00000086070",0,0,0,0,0,0
"ENSMUSG00000086071",0,0,0,0,0,0
"ENSMUSG00000086072",0,0,0,0,0,0
"ENSMUSG00000086074",0,0,0,0,0,0
"ENSMUSG00000086075",22,45,22,41,26,34
"ENSMUSG00000086076",0,0,0,0,0,0
"ENSMUSG00000086077",0,0,0,0,0,0
"ENSMUSG00000086078",0,0,1,0,0,2
"ENSMUSG00000086080",0,0,0,0,0,0
"ENSMUSG00000086081",0,0,0,0,0,0
"ENSMUSG00000086082",5,5,2,5,4,6
"ENSMUSG00000086083",7,1,4,2,5,11
"ENSMUSG00000086084",173,149,139,140,116,144
"ENSMUSG00000086085",7,4,2,2,2,4
"ENSMUSG00000086086",8,3,2,4,15,10
"ENSMUSG00000086087",0,0,0,0,0,0
"ENSMUSG00000086089",0,0,0,0,0,0
"ENSMUSG00000086090",1,0,0,0,0,0
"ENSMUSG00000086091",4,2,0,2,4,0
"ENSMUSG00000086092",0,0,0,0,0,0
"ENSMUSG00000086093",1,1,0,1,1,4
"ENSMUSG00000086095",20,26,32,22,15,22
"ENSMUSG00000086096",965,1064,935,1139,1040,1006
"ENSMUSG00000086097",0,0,0,0,0,0
"ENSMUSG00000086098",0,2,0,6,1,1
"ENSMUSG00000086101",78,98,66,102,59,101
"ENSMUSG00000086102",3,0,0,3,1,0
"ENSMUSG00000086103",1,2,0,1,1,1
"ENSMUSG00000086104",0,0,0,0,0,0
"ENSMUSG00000086105",0,0,0,0,0,0
"ENSMUSG00000086106",0,0,0,0,0,0
"ENSMUSG00000086107",0,0,0,0,0,0
"ENSMUSG00000086108",6,5,2,2,4,0
"ENSMUSG00000086109",1,0,1,1,1,2
"ENSMUSG00000086111",0,0,0,1,1,1
"ENSMUSG00000086112",2,3,1,3,0,0
"ENSMUSG00000086113",23,25,23,25,18,21
"ENSMUSG00000086114",0,0,0,0,0,0
"ENSMUSG00000086115",3,2,3,3,4,1
"ENSMUSG00000086116",0,0,0,0,0,0
"ENSMUSG00000086117",0,1,0,2,0,4
"ENSMUSG00000086118",8,5,6,7,5,9
"ENSMUSG00000086119",6,1,3,0,1,1
"ENSMUSG00000086120",0,0,0,0,0,0
"ENSMUSG00000086121",10,4,1,6,13,7
"ENSMUSG00000086122",0,0,0,0,0,0
"ENSMUSG00000086123",6,7,2,2,5,5
"ENSMUSG00000086124",0,0,0,0,0,0
"ENSMUSG00000086125",0,1,0,1,0,4
"ENSMUSG00000086126",220,175,189,168,173,185
"ENSMUSG00000086127",5,0,5,0,2,2
"ENSMUSG00000086128",5,6,3,5,10,6
"ENSMUSG00000086129",5,0,1,0,0,1
"ENSMUSG00000086130",0,0,0,0,0,0
"ENSMUSG00000086131",2,0,0,0,0,0
"ENSMUSG00000086132",1,0,0,1,1,2
"ENSMUSG00000086133",13,17,28,13,17,24
"ENSMUSG00000086134",8,16,7,11,9,10
"ENSMUSG00000086135",0,0,0,0,0,0
"ENSMUSG00000086136",0,0,0,0,0,0
"ENSMUSG00000086137",0,0,0,0,0,0
"ENSMUSG00000086138",0,0,0,0,0,0
"ENSMUSG00000086139",0,0,1,1,1,0
"ENSMUSG00000086140",0,0,0,0,0,0
"ENSMUSG00000086141",0,0,0,0,0,1
"ENSMUSG00000086142",0,0,1,0,0,0
"ENSMUSG00000086143",0,0,0,0,1,0
"ENSMUSG00000086144",1,3,0,0,0,0
"ENSMUSG00000086145",4,4,12,0,6,7
"ENSMUSG00000086146",0,0,0,0,0,0
"ENSMUSG00000086147",0,0,0,0,1,0
"ENSMUSG00000086148",0,0,0,0,0,1
"ENSMUSG00000086149",1,0,0,0,2,0
"ENSMUSG00000086150",18,16,15,19,22,21
"ENSMUSG00000086151",0,0,0,0,0,0
"ENSMUSG00000086152",13,11,16,19,11,22
"ENSMUSG00000086153",0,0,0,0,0,0
"ENSMUSG00000086154",0,1,0,0,0,0
"ENSMUSG00000086155",9,4,4,2,2,3
"ENSMUSG00000086156",1,1,0,1,1,0
"ENSMUSG00000086157",0,0,0,0,0,0
"ENSMUSG00000086158",39,45,42,50,31,57
"ENSMUSG00000086159",0,0,0,0,0,0
"ENSMUSG00000086160",0,0,0,0,0,0
"ENSMUSG00000086161",0,0,0,0,0,0
"ENSMUSG00000086162",0,0,0,0,0,1
"ENSMUSG00000086163",0,0,0,0,0,0
"ENSMUSG00000086164",8,6,9,9,11,7
"ENSMUSG00000086165",1,1,2,1,0,4
"ENSMUSG00000086166",9,14,6,5,7,1
"ENSMUSG00000086167",10,7,14,5,12,15
"ENSMUSG00000086168",0,0,0,0,0,0
"ENSMUSG00000086170",0,0,0,0,0,0
"ENSMUSG00000086171",58,71,46,75,69,65
"ENSMUSG00000086172",1,1,3,2,2,2
"ENSMUSG00000086173",3,3,2,0,0,1
"ENSMUSG00000086174",0,0,0,0,0,0
"ENSMUSG00000086175",0,0,0,0,0,0
"ENSMUSG00000086176",1,3,5,5,1,2
"ENSMUSG00000086177",0,0,0,0,0,0
"ENSMUSG00000086178",12,20,8,15,11,16
"ENSMUSG00000086179",0,0,1,0,0,0
"ENSMUSG00000086180",789,792,810,748,735,758
"ENSMUSG00000086181",70,37,45,66,29,59
"ENSMUSG00000086184",4,7,5,3,4,3
"ENSMUSG00000086185",0,0,0,0,0,0
"ENSMUSG00000086186",17,22,24,15,15,19
"ENSMUSG00000086187",1,0,0,0,0,0
"ENSMUSG00000086188",0,3,3,8,3,10
"ENSMUSG00000086189",0,0,2,0,0,0
"ENSMUSG00000086190",0,0,0,0,0,0
"ENSMUSG00000086191",0,3,3,1,1,1
"ENSMUSG00000086192",5,10,4,8,9,9
"ENSMUSG00000086193",4,2,3,2,4,5
"ENSMUSG00000086194",0,0,0,0,0,0
"ENSMUSG00000086195",0,0,0,0,0,0
"ENSMUSG00000086196",6,5,9,4,8,6
"ENSMUSG00000086197",0,0,1,4,0,0
"ENSMUSG00000086198",1,0,2,1,0,0
"ENSMUSG00000086199",65,53,76,66,91,61
"ENSMUSG00000086200",13,10,20,13,13,19
"ENSMUSG00000086201",0,0,0,0,1,0
"ENSMUSG00000086202",0,0,0,0,0,0
"ENSMUSG00000086203",0,0,0,0,0,0
"ENSMUSG00000086204",0,1,0,0,0,0
"ENSMUSG00000086205",0,0,1,0,1,0
"ENSMUSG00000086206",0,4,2,1,0,2
"ENSMUSG00000086207",0,0,0,0,0,0
"ENSMUSG00000086208",1,0,1,0,0,1
"ENSMUSG00000086209",1,0,1,0,0,0
"ENSMUSG00000086210",15,4,20,6,22,16
"ENSMUSG00000086211",37,29,26,34,39,39
"ENSMUSG00000086212",22,21,26,21,10,18
"ENSMUSG00000086213",8,5,2,5,5,12
"ENSMUSG00000086214",1,0,2,2,0,0
"ENSMUSG00000086216",2,0,0,0,3,0
"ENSMUSG00000086217",13,2,4,9,13,16
"ENSMUSG00000086218",10,4,3,6,8,6
"ENSMUSG00000086219",264,296,376,272,299,295
"ENSMUSG00000086220",10,9,19,9,17,9
"ENSMUSG00000086221",0,0,1,0,0,0
"ENSMUSG00000086222",0,0,0,0,0,0
"ENSMUSG00000086223",0,0,0,0,0,0
"ENSMUSG00000086224",300,312,205,375,330,274
"ENSMUSG00000086225",0,0,0,0,0,0
"ENSMUSG00000086226",0,0,0,0,0,0
"ENSMUSG00000086227",0,0,0,0,0,0
"ENSMUSG00000086228",29,25,28,26,28,37
"ENSMUSG00000086229",36,44,23,50,40,30
"ENSMUSG00000086230",0,0,0,0,0,0
"ENSMUSG00000086231",12,4,22,16,8,10
"ENSMUSG00000086232",0,0,0,0,0,0
"ENSMUSG00000086233",146,121,142,140,136,144
"ENSMUSG00000086234",1,0,1,3,0,1
"ENSMUSG00000086235",20,8,16,9,13,12
"ENSMUSG00000086236",0,1,0,1,1,0
"ENSMUSG00000086237",1,1,0,1,2,2
"ENSMUSG00000086238",0,1,2,0,0,0
"ENSMUSG00000086239",23,26,14,8,10,19
"ENSMUSG00000086240",0,0,0,0,0,0
"ENSMUSG00000086241",11,10,9,2,8,6
"ENSMUSG00000086242",1,0,1,0,0,0
"ENSMUSG00000086243",0,0,0,0,0,0
"ENSMUSG00000086244",0,0,0,0,0,0
"ENSMUSG00000086245",5,11,4,2,4,2
"ENSMUSG00000086246",0,0,0,0,0,0
"ENSMUSG00000086247",51,57,66,50,73,70
"ENSMUSG00000086248",0,1,1,1,0,2
"ENSMUSG00000086249",0,0,0,0,0,0
"ENSMUSG00000086250",0,0,0,0,0,0
"ENSMUSG00000086251",0,2,0,0,0,0
"ENSMUSG00000086252",52,47,42,39,44,50
"ENSMUSG00000086253",0,0,0,0,0,0
"ENSMUSG00000086254",0,0,0,0,0,0
"ENSMUSG00000086255",0,0,0,0,1,1
"ENSMUSG00000086256",0,1,0,0,0,0
"ENSMUSG00000086257",0,0,0,0,0,0
"ENSMUSG00000086258",0,0,0,0,0,0
"ENSMUSG00000086259",17,14,16,21,13,21
"ENSMUSG00000086260",0,0,0,0,0,0
"ENSMUSG00000086261",0,0,1,0,1,1
"ENSMUSG00000086262",0,0,0,0,0,0
"ENSMUSG00000086263",0,0,0,0,0,0
"ENSMUSG00000086264",3,5,9,3,5,10
"ENSMUSG00000086265",6,8,5,1,4,6
"ENSMUSG00000086266",0,0,2,0,0,0
"ENSMUSG00000086267",0,0,0,1,1,1
"ENSMUSG00000086268",6,3,4,3,5,3
"ENSMUSG00000086269",4,5,2,6,1,2
"ENSMUSG00000086272",0,0,3,2,0,0
"ENSMUSG00000086273",0,0,1,1,0,0
"ENSMUSG00000086274",24,18,18,27,11,18
"ENSMUSG00000086275",2,2,1,0,0,3
"ENSMUSG00000086276",31,13,20,34,25,26
"ENSMUSG00000086277",5,1,3,2,0,1
"ENSMUSG00000086278",0,0,0,0,0,0
"ENSMUSG00000086279",3,1,2,2,1,0
"ENSMUSG00000086280",0,1,1,2,1,0
"ENSMUSG00000086281",73,52,34,31,42,20
"ENSMUSG00000086282",0,3,3,1,2,2
"ENSMUSG00000086283",0,0,0,0,0,0
"ENSMUSG00000086284",0,1,0,0,0,0
"ENSMUSG00000086285",10,7,6,8,3,3
"ENSMUSG00000086286",32,33,28,27,35,29
"ENSMUSG00000086287",2,4,1,0,2,3
"ENSMUSG00000086288",27,49,53,43,32,36
"ENSMUSG00000086289",0,0,0,0,0,0
"ENSMUSG00000086290",186,196,194,221,143,158
"ENSMUSG00000086291",64,70,72,39,62,46
